Section_Class,ID,Description,Heads_of_Families,Wives,Children_under_15,Young_Persons_15_to_20,Unmarried_Men_and_Widowers,Total_Persons,A,B,C,D,E,F,G,H,Total_Classes,District,poverty_rate,kids_per_household,unmarried_ratio
0,38.0,Independent,25.0,0.0,34.0,10.0,0.0,69.0,0.0,0.0,0.0,0.0,27.0,5.0,27.0,0.0,69.0,Whitechapel,0.0,1.36,0.0
0,39.0,Other Adult women,0.0,0.0,0.0,0.0,0.0,8790.0,196.0,651.0,556.0,1047.0,2663.0,699.0,277.0,112.0,8790.0,Whitechapel,0.2787258248009101,0.0,0.0
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2439.0,6566.0,7842.0,11980.0,31825.0,8277.0,3255.0,1334.0,73518.0,Whitechapel,0.0,0.0,0.0
0,0.0,Inmates of Institutions,0.0,0.0,0.0,0.0,0.0,2359.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Whitechapel,0.0,0.0,0.0
Labour,1,"Lowest class, loafers, &c.",181.0,181.0,64.0,87.0,86.0,599.0,599.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,599.0,St_Georges_In_The_East,1.0,0.35359116022099446,0.14357262103505844
Labour,2,Casual day-to-day labour,921.0,921.0,1447.0,355.0,651.0,4295.0,0.0,4226.0,69.0,0.0,0.0,0.0,0.0,0.0,4295.0,St_Georges_In_The_East,1.0,1.5711183496199783,0.15157159487776484
Labour,3,Irregular labour,591.0,591.0,1071.0,266.0,232.0,2801.0,0.0,182.0,2562.0,0.0,57.0,0.0,0.0,0.0,2801.0,St_Georges_In_The_East,0.9796501249553731,1.8121827411167513,0.08282756158514816
Labour,4,"Regular work, low pay",711.0,711.0,1191.0,296.0,320.0,3229.0,0.0,10.0,0.0,3219.0,0.0,0.0,0.0,0.0,3229.0,St_Georges_In_The_East,1.0,1.6751054852320675,0.09910188912976153
Labour,5,"Regular work, ordinary pay",1328.0,1328.0,2485.0,613.0,642.0,6396.0,0.0,13.0,0.0,281.0,6102.0,0.0,0.0,0.0,6396.0,St_Georges_In_The_East,0.04596622889305816,1.8712349397590362,0.10037523452157598
Labour,6,Foremen and responsible work,302.0,302.0,597.0,147.0,144.0,1492.0,0.0,0.0,0.0,0.0,70.0,1422.0,0.0,0.0,1492.0,St_Georges_In_The_East,0.0,1.9768211920529801,0.09651474530831099
Artisans,7,Building trades,244.0,244.0,445.0,111.0,117.0,1161.0,0.0,57.0,172.0,132.0,686.0,114.0,0.0,0.0,1161.0,St_Georges_In_The_East,0.31093884582256676,1.8237704918032787,0.10077519379844961
Artisans,8,"Furniture, woodwork, &c.",300.0,300.0,524.0,129.0,142.0,1395.0,10.0,75.0,141.0,221.0,863.0,85.0,0.0,0.0,1395.0,St_Georges_In_The_East,0.3204301075268817,1.7466666666666666,0.1017921146953405
Artisans,9,Machinery and metals,198.0,198.0,348.0,84.0,94.0,922.0,0.0,38.0,47.0,132.0,508.0,197.0,0.0,0.0,922.0,St_Georges_In_The_East,0.23535791757049893,1.7575757575757576,0.1019522776572668
Artisans,10,Sundry artisans,421.0,421.0,739.0,182.0,200.0,1963.0,20.0,84.0,130.0,442.0,1147.0,140.0,0.0,0.0,1963.0,St_Georges_In_The_East,0.3443708609271523,1.7553444180522566,0.10188487009679063
Artisans,11,Dress,928.0,928.0,1751.0,434.0,441.0,4482.0,18.0,660.0,849.0,1621.0,1204.0,130.0,0.0,0.0,4482.0,St_Georges_In_The_East,0.7023650156180277,1.886853448275862,0.09839357429718876
Artisans,12,Food preparation,421.0,421.0,840.0,209.0,200.0,2091.0,0.0,90.0,209.0,509.0,1163.0,120.0,0.0,0.0,2091.0,St_Georges_In_The_East,0.3864179818268771,1.995249406175772,0.09564801530368244
Locomotion,13,Railway servants,64.0,64.0,129.0,32.0,30.0,320.0,0.0,0.0,0.0,30.0,260.0,30.0,0.0,0.0,320.0,St_Georges_In_The_East,0.09375,2.015625,0.09375
Locomotion,14,Road service,48.0,48.0,88.0,21.0,23.0,228.0,0.0,0.0,19.0,19.0,142.0,48.0,0.0,0.0,228.0,St_Georges_In_The_East,0.16666666666666666,1.8333333333333333,0.10087719298245613
Assistants,15,Shops and refreshment houses,169.0,169.0,300.0,74.0,80.0,792.0,0.0,48.0,19.0,160.0,495.0,70.0,0.0,0.0,792.0,St_Georges_In_The_East,0.2866161616161616,1.7751479289940828,0.10101010101010101
Other wages,16,"Police, soldiers, sub-officials",70.0,70.0,125.0,31.0,33.0,329.0,0.0,0.0,0.0,0.0,329.0,0.0,0.0,0.0,329.0,St_Georges_In_The_East,0.0,1.7857142857142858,0.10030395136778116
Other wages,17,Seamen,226.0,226.0,325.0,79.0,108.0,964.0,0.0,26.0,112.0,334.0,492.0,0.0,0.0,0.0,964.0,St_Georges_In_The_East,0.4896265560165975,1.4380530973451326,0.11203319502074689
Other wages,18,Other wage earners,139.0,139.0,215.0,54.0,67.0,614.0,18.0,36.0,44.0,214.0,258.0,44.0,0.0,0.0,614.0,St_Georges_In_The_East,0.50814332247557,1.5467625899280575,0.10912052117263844
Manufacture,19,Home industries (not employing),183.0,183.0,358.0,88.0,87.0,899.0,0.0,10.0,169.0,208.0,324.0,188.0,0.0,0.0,899.0,St_Georges_In_The_East,0.43047830923248054,1.9562841530054644,0.0967741935483871
Manufacture,20,Small employers,258.0,258.0,570.0,140.0,124.0,1350.0,0.0,0.0,0.0,22.0,324.0,831.0,173.0,0.0,1350.0,St_Georges_In_The_East,0.016296296296296295,2.2093023255813953,0.09185185185185185
Manufacture,21,Large employers,19.0,19.0,45.0,11.0,10.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,31.0,104.0,St_Georges_In_The_East,0.0,2.3684210526315788,0.09615384615384616
Dealers,22,"Street sellers, &c.",199.0,199.0,350.0,86.0,95.0,929.0,0.0,223.0,380.0,121.0,196.0,9.0,0.0,0.0,929.0,St_Georges_In_The_East,0.7793326157158235,1.7587939698492463,0.10226049515608181
Dealers,23,General dealers,78.0,78.0,156.0,39.0,37.0,388.0,0.0,11.0,60.0,39.0,229.0,49.0,0.0,0.0,388.0,St_Georges_In_The_East,0.28350515463917525,2.0,0.09536082474226804
Dealers,24,Small shops,366.0,366.0,740.0,182.0,175.0,1829.0,0.0,9.0,0.0,220.0,1089.0,460.0,51.0,0.0,1829.0,St_Georges_In_The_East,0.12520503007107708,2.021857923497268,0.09568069983597595
Dealers,25,Large shops (emp. assistants),85.0,85.0,165.0,40.0,40.0,415.0,0.0,0.0,0.0,0.0,50.0,158.0,207.0,0.0,415.0,St_Georges_In_The_East,0.0,1.9411764705882353,0.0963855421686747
Refreshments,26,Coffee and boarding houses,38.0,38.0,54.0,13.0,19.0,161.0,0.0,0.0,0.0,9.0,126.0,17.0,9.0,0.0,161.0,St_Georges_In_The_East,0.055900621118012424,1.4210526315789473,0.11801242236024845
Refreshments,27,Licensed houses,132.0,132.0,223.0,56.0,63.0,606.0,0.0,10.0,29.0,9.0,55.0,156.0,350.0,36.0,606.0,St_Georges_In_The_East,0.07920792079207921,1.6893939393939394,0.10396039603960396
Salaried &c.,28,Clerks and agents,163.0,163.0,296.0,72.0,78.0,772.0,0.0,0.0,43.0,77.0,286.0,313.0,53.0,0.0,772.0,St_Georges_In_The_East,0.15544041450777202,1.8159509202453987,0.10103626943005181
Salaried &c.,29,Subordinate professional,44.0,44.0,103.0,25.0,21.0,237.0,0.0,0.0,0.0,22.0,53.0,43.0,54.0,22.0,237.0,St_Georges_In_The_East,0.09282700421940929,2.340909090909091,0.08860759493670886
Salaried &c.,30,Professional,7.0,7.0,11.0,2.0,4.0,31.0,0.0,0.0,26.0,0.0,0.0,8.0,8.0,15.0,31.0,St_Georges_In_The_East,0.8387096774193549,1.5714285714285714,0.12903225806451613
No work,31,Ill and no occupation,40.0,40.0,61.0,15.0,19.0,175.0,0.0,71.0,0.0,52.0,26.0,0.0,26.0,0.0,175.0,St_Georges_In_The_East,0.7028571428571428,1.525,0.10857142857142857
No work,32,Independent,10.0,10.0,11.0,2.0,5.0,38.0,0.0,0.0,0.0,0.0,15.0,8.0,15.0,0.0,38.0,St_Georges_In_The_East,0.0,1.1,0.13157894736842105
Females,33,Semi-domestic employment,388.0,0.0,547.0,135.0,0.0,1070.0,0.0,511.0,219.0,253.0,87.0,0.0,0.0,0.0,1070.0,St_Georges_In_The_East,0.9186915887850468,1.4097938144329898,0.0
Females,34,Dress,204.0,0.0,281.0,68.0,0.0,553.0,0.0,131.0,146.0,175.0,101.0,0.0,0.0,0.0,553.0,St_Georges_In_The_East,0.8173598553345389,1.3774509803921569,0.0
Females,35,Small trades,128.0,0.0,193.0,48.0,0.0,369.0,5.0,150.0,64.0,113.0,32.0,5.0,0.0,0.0,369.0,St_Georges_In_The_East,0.8997289972899729,1.5078125,0.0
Females,36,Employing and professional,15.0,0.0,17.0,4.0,0.0,36.0,0.0,0.0,0.0,4.0,23.0,5.0,4.0,0.0,36.0,St_Georges_In_The_East,0.1111111111111111,1.1333333333333333,0.0
Females,37,Supported,55.0,0.0,71.0,18.0,0.0,144.0,0.0,10.0,14.0,81.0,39.0,0.0,0.0,0.0,144.0,St_Georges_In_The_East,0.7291666666666666,1.290909090909091,0.0
Females,38,Independent,2.0,0.0,5.0,2.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,9.0,St_Georges_In_The_East,0.0,2.5,0.0
Females,39,Other adult women,0.0,0.0,0.0,0.0,0.0,3390.0,48.0,510.0,423.0,672.0,1295.0,359.0,75.0,8.0,3390.0,St_Georges_In_The_East,0.48761061946902656,0.0,0.0
Labour,1,Loafers and criminals,300.0,300.0,41.0,148.0,118.0,907.0,907.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,907.0,Shoreditch,1.0,0.13666666666666666,0.13009922822491732
0,2,Casual day-to-day-labour,681.0,681.0,1347.0,338.0,267.0,3314.0,0.0,3182.0,132.0,0.0,0.0,0.0,0.0,0.0,3314.0,Shoreditch,1.0,1.9779735682819384,0.08056729028364513
0,3,Irregular Labour,538.0,538.0,1029.0,258.0,211.0,2574.0,0.0,504.0,2061.0,0.0,9.0,0.0,0.0,0.0,2574.0,Shoreditch,0.9965034965034965,1.912639405204461,0.08197358197358197
0,4,"Regular work, low pay",1093.0,1093.0,1895.0,475.0,430.0,4986.0,0.0,70.0,0.0,4881.0,35.0,0.0,0.0,0.0,4986.0,Shoreditch,0.9929803449659045,1.7337602927721867,0.08624147613317289
0,5,"Regular work, ordinary pay",1709.0,1709.0,3088.0,774.0,672.0,7952.0,0.0,0.0,0.0,954.0,6936.0,62.0,0.0,0.0,7952.0,Shoreditch,0.11996981891348088,1.8069046225863077,0.08450704225352113
0,6,Foremen and responsible work,145.0,145.0,271.0,68.0,57.0,686.0,0.0,0.0,0.0,9.0,9.0,668.0,0.0,0.0,686.0,Shoreditch,0.013119533527696793,1.8689655172413793,0.08309037900874636
Artisans,7,Building trades,1788.0,1788.0,3268.0,822.0,703.0,8369.0,27.0,528.0,1350.0,1350.0,4320.0,794.0,0.0,0.0,8369.0,Shoreditch,0.3889353566734377,1.8277404921700224,0.08400047795435536
0,8,"Furniture, woodwork",3365.0,3365.0,6392.0,1604.0,1320.0,16046.0,27.0,1168.0,2040.0,3263.0,8495.0,1053.0,0.0,0.0,16046.0,Shoreditch,0.40496073787859904,1.8995542347696879,0.08226349245917985
0,9,Machinery and metals,1095.0,1095.0,2033.0,507.0,431.0,5161.0,9.0,188.0,387.0,798.0,3125.0,654.0,0.0,0.0,5161.0,Shoreditch,0.2677775624878899,1.8566210045662102,0.08351094749079636
0,10a,Printing,977.0,977.0,1845.0,462.0,385.0,4646.0,0.0,127.0,218.0,566.0,3001.0,734.0,0.0,0.0,4646.0,Shoreditch,0.19608265174343523,1.8884339815762539,0.08286698235040896
0,10b,"Watches, instruments",323.0,323.0,600.0,150.0,127.0,1523.0,0.0,55.0,126.0,198.0,813.0,331.0,0.0,0.0,1523.0,Shoreditch,0.24885095206828628,1.8575851393188854,0.08338804990151018
0,10c,Furs and leather,497.0,497.0,920.0,230.0,195.0,2339.0,0.0,135.0,233.0,476.0,1386.0,109.0,0.0,0.0,2339.0,Shoreditch,0.36083796494228304,1.8511066398390341,0.08336896109448483
0,10d,Silk weaving,34.0,34.0,72.0,18.0,13.0,171.0,0.0,19.0,29.0,10.0,103.0,10.0,0.0,0.0,171.0,Shoreditch,0.3391812865497076,2.1176470588235294,0.07602339181286549
0,10e,Sundry artisans,962.0,962.0,1819.0,457.0,377.0,4577.0,9.0,254.0,536.0,1102.0,2438.0,238.0,0.0,0.0,4577.0,Shoreditch,0.4153375573519773,1.8908523908523909,0.08236836355691501
0,11,Dress,2012.0,2012.0,3815.0,956.0,789.0,9584.0,0.0,872.0,1586.0,2282.0,4496.0,348.0,0.0,0.0,9584.0,Shoreditch,0.49457429048414026,1.8961232604373757,0.08232470784641069
0,12,Food preparation,414.0,414.0,748.0,187.0,162.0,1925.0,0.0,74.0,160.0,483.0,1134.0,74.0,0.0,0.0,1925.0,Shoreditch,0.37246753246753245,1.8067632850241546,0.08415584415584415
Locomotion,13,Railway servants,147.0,147.0,274.0,68.0,58.0,694.0,0.0,9.0,0.0,99.0,468.0,118.0,0.0,0.0,694.0,Shoreditch,0.15561959654178675,1.8639455782312926,0.08357348703170028
0,14,Road Service,289.0,289.0,586.0,146.0,114.0,1424.0,0.0,38.0,103.0,272.0,973.0,38.0,0.0,0.0,1424.0,Shoreditch,0.29002808988764045,2.027681660899654,0.0800561797752809
Assistants,15,Shops,731.0,731.0,1301.0,327.0,287.0,3377.0,18.0,160.0,169.0,815.0,2002.0,213.0,0.0,0.0,3377.0,Shoreditch,0.34409238969499556,1.7797537619699042,0.0849866745632218
0,16,"Police, soldiers, and sub-officials",304.0,304.0,584.0,146.0,119.0,1457.0,0.0,0.0,0.0,111.0,1126.0,220.0,0.0,0.0,1457.0,Shoreditch,0.07618393960192175,1.9210526315789473,0.08167467398764584
Other wages,17,Seamen,17.0,17.0,26.0,6.0,7.0,73.0,0.0,0.0,8.0,33.0,32.0,0.0,0.0,0.0,73.0,Shoreditch,0.5616438356164384,1.5294117647058822,0.0958904109589041
0,18,Other wage earners,1159.0,1159.0,1482.0,371.0,454.0,4625.0,0.0,145.0,237.0,842.0,3119.0,282.0,0.0,0.0,4625.0,Shoreditch,0.2646486486486486,1.278688524590164,0.09816216216216216
Manufacturers,19,Home industries (not employing),722.0,722.0,1388.0,348.0,283.0,3463.0,0.0,258.0,430.0,660.0,1381.0,734.0,0.0,0.0,3463.0,Shoreditch,0.38925786889979785,1.922437673130194,0.08172105111175282
0,20,Small employers,634.0,634.0,1308.0,329.0,249.0,3154.0,0.0,0.0,9.0,29.0,343.0,1997.0,767.0,9.0,3154.0,Shoreditch,0.012048192771084338,2.0630914826498423,0.07894736842105263
0,21,Large employers,34.0,34.0,65.0,16.0,13.0,162.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,27.0,162.0,Shoreditch,0.0,1.911764705882353,0.08024691358024691
Dealers,22,Street sellers,376.0,376.0,685.0,171.0,147.0,1755.0,36.0,286.0,573.0,340.0,493.0,27.0,0.0,0.0,1755.0,Shoreditch,0.7037037037037037,1.821808510638298,0.08376068376068375
0,23,General dealers,178.0,178.0,304.0,76.0,70.0,806.0,26.0,35.0,95.0,95.0,346.0,209.0,0.0,0.0,806.0,Shoreditch,0.31141439205955335,1.7078651685393258,0.08684863523573201
0,24,Small shops,550.0,550.0,966.0,242.0,215.0,2523.0,0.0,0.0,35.0,238.0,1242.0,982.0,26.0,0.0,2523.0,Shoreditch,0.10820451843043995,1.7563636363636363,0.08521601268331351
0,25,Large shops (employing assistants),434.0,434.0,857.0,214.0,170.0,2109.0,0.0,0.0,0.0,0.0,47.0,650.0,595.0,817.0,2109.0,Shoreditch,0.0,1.9746543778801844,0.08060692271218586
Refreshment,26,Coffee and boarding houses,82.0,82.0,156.0,39.0,32.0,391.0,0.0,0.0,0.0,18.0,210.0,145.0,18.0,0.0,391.0,Shoreditch,0.04603580562659847,1.9024390243902438,0.08184143222506395
0,27,Licensed houses,140.0,140.0,244.0,61.0,55.0,640.0,0.0,9.0,0.0,27.0,27.0,149.0,253.0,175.0,640.0,Shoreditch,0.05625,1.7428571428571429,0.0859375
Salaried,28,Clerks and Agents,719.0,719.0,1239.0,311.0,282.0,3270.0,0.0,26.0,87.0,208.0,1357.0,1247.0,336.0,9.0,3270.0,Shoreditch,0.0981651376146789,1.7232267037552156,0.08623853211009175
0,29,Subordinate professional,111.0,111.0,161.0,41.0,43.0,467.0,0.0,8.0,8.0,32.0,162.0,184.0,65.0,8.0,467.0,Shoreditch,0.10278372591006424,1.4504504504504505,0.09207708779443255
0,30,Professional,85.0,85.0,140.0,35.0,32.0,377.0,0.0,0.0,0.0,0.0,0.0,26.0,26.0,325.0,377.0,Shoreditch,0.0,1.6470588235294117,0.08488063660477453
No work,31,Ill and no occupation,65.0,65.0,115.0,29.0,26.0,300.0,0.0,211.0,62.0,9.0,9.0,9.0,0.0,0.0,300.0,Shoreditch,0.94,1.7692307692307692,0.08666666666666667
0,32,Independent,36.0,36.0,56.0,14.0,14.0,156.0,0.0,0.0,0.0,0.0,74.0,33.0,41.0,8.0,156.0,Shoreditch,0.0,1.5555555555555556,0.08974358974358974
Females,33,Semi-domestic employment,741.0,0.0,1180.0,296.0,0.0,2217.0,0.0,1301.0,500.0,267.0,149.0,0.0,0.0,0.0,2217.0,Shoreditch,0.9327920613441588,1.592442645074224,0.0
0,34,Dress,410.0,0.0,601.0,150.0,0.0,1161.0,0.0,364.0,270.0,344.0,178.0,5.0,0.0,0.0,1161.0,Shoreditch,0.8423772609819121,1.4658536585365853,0.0
0,35,Small trades,414.0,0.0,640.0,160.0,0.0,1214.0,5.0,398.0,274.0,369.0,158.0,5.0,5.0,0.0,1214.0,Shoreditch,0.8616144975288303,1.5458937198067633,0.0
0,36,Employing and professional,52.0,0.0,72.0,18.0,0.0,142.0,0.0,0.0,0.0,24.0,54.0,30.0,34.0,0.0,142.0,Shoreditch,0.16901408450704225,1.3846153846153846,0.0
0,37,Supported,141.0,0.0,198.0,49.0,0.0,388.0,0.0,49.0,49.0,138.0,152.0,0.0,0.0,0.0,388.0,Shoreditch,0.6082474226804123,1.4042553191489362,0.0
0,38,Independent,22.0,0.0,31.0,8.0,0.0,61.0,0.0,0.0,0.0,5.0,26.0,15.0,15.0,0.0,61.0,Shoreditch,0.08196721311475409,1.4090909090909092,0.0
0,39,Other Adult women,0.0,0.0,0.0,0.0,0.0,9995.0,96.0,940.0,1054.0,1918.0,4544.0,1109.0,210.0,124.0,9995.0,Shoreditch,0.40100050025012507,0.0,0.0
0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1064.0,10473.0,11767.0,23265.0,54972.0,12378.0,2301.0,1378.0,121161.0,Shoreditch,0.0,0.0,0.0
Labour,1,"Lowest class, loafers, &c.",183.0,183.0,103.0,87.0,196.0,752.0,752.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,752.0,Stepney,1.0,0.5628415300546448,0.26063829787234044
Labour,2,Casual day-to-day labour,1430.0,1430.0,2559.0,656.0,681.0,6756.0,0.0,6546.0,210.0,0.0,0.0,0.0,0.0,0.0,6756.0,Stepney,1.0,1.7895104895104894,0.10079928952042629
Labour,3,Irregular labour,430.0,430.0,801.0,206.0,205.0,2072.0,0.0,378.0,1436.0,0.0,258.0,0.0,0.0,0.0,2072.0,Stepney,0.8754826254826255,1.8627906976744186,0.09893822393822393
Labour,4,"Regular work, low pay",622.0,622.0,1105.0,283.0,296.0,2928.0,0.0,130.0,0.0,2798.0,0.0,0.0,0.0,0.0,2928.0,Stepney,1.0,1.7765273311897105,0.10109289617486339
Labour,5,"Regular work, ordinary pay",1846.0,1846.0,3655.0,940.0,877.0,9164.0,0.0,83.0,0.0,2154.0,6927.0,0.0,0.0,0.0,9164.0,Stepney,0.24410737669140115,1.9799566630552545,0.09570056743780009
Labour,6,Foremen and responsible work,620.0,620.0,1202.0,309.0,295.0,3046.0,0.0,0.0,0.0,0.0,46.0,3000.0,0.0,0.0,3046.0,Stepney,0.0,1.9387096774193548,0.09684832567301378
Artisans,7,Building trades,519.0,519.0,1043.0,267.0,250.0,2598.0,9.0,173.0,129.0,364.0,1611.0,312.0,0.0,0.0,2598.0,Stepney,0.25981524249422633,2.0096339113680153,0.0962278675904542
Artisans,8,"Furniture, wood work, &c.",681.0,681.0,1318.0,338.0,323.0,3341.0,9.0,158.0,134.0,468.0,2272.0,300.0,0.0,0.0,3341.0,Stepney,0.2301706076025142,1.935389133627019,0.09667764142472314
Artisans,9,Machinery and metals,751.0,751.0,1440.0,369.0,357.0,3368.0,9.0,174.0,73.0,477.0,2642.0,293.0,0.0,0.0,3368.0,Stepney,0.21763657957244656,1.9174434087882823,0.10599762470308789
Artisans,10,Sundry artisans,456.0,456.0,854.0,219.0,217.0,2202.0,0.0,75.0,195.0,195.0,1021.0,716.0,0.0,0.0,2202.0,Stepney,0.2111716621253406,1.8728070175438596,0.09854677565849228
Artisans,11,Dress,170.0,170.0,300.0,77.0,81.0,798.0,9.0,127.0,15.0,160.0,367.0,120.0,0.0,0.0,798.0,Stepney,0.38972431077694236,1.7647058823529411,0.10150375939849623
Artisans,12,Food preparation,244.0,244.0,479.0,121.0,116.0,1204.0,9.0,54.0,0.0,290.0,851.0,0.0,0.0,0.0,1204.0,Stepney,0.2931893687707641,1.9631147540983607,0.09634551495016612
Locomotion,13,Railway servants,67.0,67.0,125.0,32.0,32.0,323.0,0.0,4.0,0.0,17.0,125.0,177.0,0.0,0.0,323.0,Stepney,0.06501547987616099,1.8656716417910448,0.09907120743034056
Locomotion,14,Road service,81.0,81.0,167.0,43.0,39.0,411.0,0.0,35.0,42.0,74.0,233.0,27.0,0.0,0.0,411.0,Stepney,0.36739659367396593,2.0617283950617282,0.0948905109489051
Assistants,15,Shops and refreshment houses,197.0,197.0,354.0,90.0,94.0,932.0,0.0,23.0,10.0,99.0,680.0,120.0,0.0,0.0,932.0,Stepney,0.14163090128755365,1.7969543147208122,0.10085836909871244
Other wages,16,"Police, soldiers, and sub-officials",224.0,224.0,422.0,108.0,106.0,1084.0,0.0,27.0,0.0,127.0,930.0,0.0,0.0,0.0,1084.0,Stepney,0.14206642066420663,1.8839285714285714,0.09778597785977859
Other wages,17,Seamen,375.0,375.0,628.0,161.0,178.0,1717.0,0.0,43.0,200.0,0.0,1474.0,0.0,0.0,0.0,1717.0,Stepney,0.1415259172976121,1.6746666666666667,0.10366919044845661
Other wages,18,Other wage earners,97.0,97.0,163.0,42.0,46.0,445.0,0.0,11.0,26.0,26.0,306.0,76.0,0.0,0.0,445.0,Stepney,0.14157303370786517,1.6804123711340206,0.10337078651685393
Manufacture,19,Home industries (not employing),196.0,196.0,404.0,104.0,94.0,994.0,0.0,71.0,222.0,0.0,701.0,0.0,0.0,0.0,994.0,Stepney,0.2947686116700201,2.061224489795918,0.09456740442655935
Manufacture,20,Small employers,237.0,237.0,510.0,131.0,112.0,1227.0,0.0,0.0,0.0,172.0,423.0,540.0,294.0,98.0,1227.0,Stepney,0.1401792991035045,2.151898734177215,0.09127954360228199
Manufacture,21,Large employers,49.0,49.0,95.0,24.0,23.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,80.0,240.0,Stepney,0.0,1.9387755102040816,0.09583333333333334
Dealers,22,"Street sellers, &c.",182.0,182.0,343.0,88.0,86.0,881.0,27.0,131.0,215.0,121.0,368.0,19.0,0.0,0.0,881.0,Stepney,0.5607264472190693,1.8846153846153846,0.09761634506242906
Dealers,23,General dealers,74.0,74.0,137.0,35.0,35.0,355.0,0.0,24.0,89.0,48.0,128.0,66.0,0.0,0.0,355.0,Stepney,0.4535211267605634,1.8513513513513513,0.09859154929577464
Dealers,24,Small shops,352.0,352.0,694.0,177.0,167.0,1742.0,0.0,0.0,14.0,87.0,788.0,627.0,226.0,0.0,1742.0,Stepney,0.05797933409873708,1.9715909090909092,0.09586681974741676
Dealers,25,Large shops employing assistants,262.0,262.0,553.0,141.0,124.0,1342.0,0.0,0.0,0.0,0.0,18.0,384.0,544.0,396.0,1342.0,Stepney,0.0,2.1106870229007635,0.09239940387481371
Refreshments,26,Coffee and boarding houses,90.0,90.0,158.0,40.0,43.0,421.0,0.0,0.0,0.0,0.0,42.0,126.0,253.0,0.0,421.0,Stepney,0.0,1.7555555555555555,0.1021377672209026
Refreshments,27,Licensed houses,174.0,174.0,283.0,73.0,82.0,786.0,0.0,0.0,0.0,0.0,15.0,86.0,481.0,204.0,786.0,Stepney,0.0,1.6264367816091954,0.10432569974554708
Salaried &c.,28,Clerks and agents,450.0,450.0,803.0,206.0,213.0,2122.0,0.0,21.0,0.0,191.0,891.0,554.0,338.0,127.0,2122.0,Stepney,0.0999057492931197,1.7844444444444445,0.10037700282752121
Salaried &c.,29,Subordinate professional,174.0,174.0,322.0,83.0,82.0,835.0,0.0,16.0,17.0,64.0,312.0,298.0,112.0,16.0,835.0,Stepney,0.11616766467065869,1.8505747126436782,0.09820359281437126
Salaried &c.,30,Professional,82.0,82.0,163.0,42.0,39.0,408.0,0.0,0.0,0.0,0.0,0.0,32.0,40.0,336.0,408.0,Stepney,0.0,1.9878048780487805,0.09558823529411764
No work,31,Ill and no occupation,37.0,37.0,68.0,17.0,18.0,177.0,0.0,71.0,27.0,52.0,27.0,0.0,0.0,0.0,177.0,Stepney,0.847457627118644,1.837837837837838,0.1016949152542373
No work,32,Independent,32.0,32.0,40.0,10.0,15.0,129.0,0.0,0.0,0.0,0.0,69.0,15.0,45.0,0.0,129.0,Stepney,0.0,1.25,0.11627906976744186
Females,33,Semi-domestic employment,350.0,0.0,491.0,126.0,0.0,967.0,5.0,391.0,242.0,230.0,99.0,0.0,0.0,0.0,967.0,Stepney,0.8976215098241985,1.4028571428571428,0.0
Females,34,Dress,198.0,0.0,284.0,73.0,0.0,555.0,0.0,153.0,132.0,154.0,116.0,0.0,0.0,0.0,555.0,Stepney,0.790990990990991,1.4343434343434343,0.0
Females,35,Small trades,125.0,0.0,190.0,49.0,0.0,364.0,5.0,92.0,67.0,68.0,127.0,5.0,0.0,0.0,364.0,Stepney,0.6373626373626373,1.52,0.0
Females,36,Employing and professional,13.0,0.0,19.0,5.0,0.0,37.0,0.0,0.0,0.0,4.0,23.0,5.0,5.0,0.0,37.0,Stepney,0.10810810810810811,1.4615384615384615,0.0
Females,37,Supported,101.0,0.0,146.0,37.0,0.0,284.0,0.0,57.0,10.0,26.0,191.0,0.0,0.0,0.0,284.0,Stepney,0.3274647887323944,1.4455445544554455,0.0
Females,38,Independent,35.0,0.0,74.0,19.0,0.0,128.0,0.0,0.0,0.0,10.0,52.0,10.0,56.0,0.0,128.0,Stepney,0.078125,2.1142857142857143,0.0
Females,39,Other adult women,0.0,0.0,0.0,0.0,0.0,4628.0,67.0,728.0,284.0,681.0,1910.0,638.0,215.0,105.0,4628.0,Stepney,0.3802938634399309,0.0,0.0
Labour,1,"Lowest class, loafers, &c.",433.0,425.0,89.0,254.0,332.0,1533.0,1533.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1533.0,Poplar,1.0,0.20554272517321015,0.21656881930854532
Labour,2,Casual day-to-day labour,2705.0,2652.0,5315.0,1184.0,1019.0,12875.0,0.0,12475.0,400.0,0.0,0.0,0.0,0.0,0.0,12875.0,Poplar,1.0,1.9648798521256932,0.07914563106796116
Labour,3,Irregular labour,952.0,933.0,1876.0,418.0,359.0,4538.0,0.0,1130.0,2823.0,0.0,585.0,0.0,0.0,0.0,4538.0,Poplar,0.871088585279859,1.9705882352941178,0.07910973997355664
